Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.3824335457330401,0.34705826624260494,8.748644575190424,0.9414360598871914,1.4318680256909015,1.6357319310070473,1.7114371169472855,1.5997085601640308,3.874989856429463
0.3821978280500692,0.33964056338637283,8.870858203309552,0.9468781868665227,1.4275285180935136,1.6111664555283753,1.7045879701842943,1.5807067977144529,3.862918236939028
0.3813608345029268,0.3412153753631902,8.927824344783971,0.9388669689543122,1.4215453886875606,1.6044774290893236,1.6750622043343528,1.5786351002201033,3.8509215964516406
0.37492852522342945,0.32692619323671457,9.008939975377267,0.9240475476280614,1.4032372738535155,1.5819428834295706,1.6713134462868553,1.5518990567166588,3.8389992385678884
0.3706361364554081,0.3272315121496245,8.944026745855107,0.9104983837479449,1.4179969410138251,1.5931665659266976,1.678941648897505,1.5462310486983368,3.827150475485889
0.37065763902440685,0.32514195237425864,8.862899377219291,0.9131968808290618,1.387204628941523,1.5484326620573243,1.6494524200641343,1.5342002906435883,3.815374627869009
0.363064000620606,0.3198995681928538,8.846718654528537,0.905013629189445,1.3858502213938233,1.5427658260511186,1.654177960132059,1.5079892099551182,3.8036710247160372
0.3650397076009094,0.3182566427487347,8.863489653495037,0.9036754271445281,1.3716801326583374,1.5463071784738973,1.6502080444274283,1.5107118368145225,3.7920390032337252
0.3547071947466134,0.3076392047249433,8.721965487314485,0.8832873319334609,1.3631286806005531,1.5244243197682124,1.606150194104866,1.4721054099322068,3.7804779087116707
0.35568811250655336,0.3020986796645807,8.622650113683832,0.8722909188055287,1.3500073628718878,1.5000537497308302,1.5887669980411192,1.4729887891402718,3.768987094399478
0.35505817963507547,0.30554261889411993,8.591400559893547,0.8720550765567399,1.3428761874102038,1.4955661690391546,1.60112988942657,1.4552848996423178,3.757565921386146
0.3533923757066816,0.29937156502706386,8.487354651718372,0.8727942075460241,1.320278514768238,1.474090848060002,1.581046226064566,1.440559831723813,3.7462137584816557
0.3440349166055357,0.2928540800559649,8.336430833686785,0.8612676425785887,1.3106708878925406,1.459852263053849,1.5726162556676195,1.4563324627833942,3.7349299821006867
0.3400612872496681,0.29577056854622324,8.406824738957141,0.8527450182128942,1.3002012640159093,1.4523290352978442,1.569669885603277,1.4230934292497848,3.723713976148433
0.3346260535030154,0.28489650760866386,8.138232054623437,0.8231406183112708,1.2817830850731606,1.4172982403892571,1.5251231795570939,1.3899117930082174,3.7125651319084674
0.33484207810035205,0.2851976778418882,8.186517833139693,0.8387308112706395,1.2955696717936638,1.4229347071890508,1.518743539482032,1.4011005127419462,3.701482847932621
0.32556777831111694,0.2826712072774658,8.081254179952447,0.8260570344878208,1.2835758433051991,1.39673913259341,1.5352302611793331,1.3756519568432233,3.6904665299328214
0.32832755798848273,0.2744201843808277,7.886128084591001,0.8167586192437531,1.2547068762142355,1.379195607087646,1.512273316508432,1.359597707503884,3.6795155906748613
0.3313971681626208,0.27172294394128926,7.917346223018018,0.8043374513764058,1.26589398941313,1.3763474322574554,1.5144859103302304,1.3490645728928077,3.6686294498740475
0.3126749960617819,0.2629814816094079,7.774928667927092,0.7929483761052037,1.2535502878983846,1.3500406934726095,1.471578339473725,1.32136074690017,3.6578075340927083
0.30808665893823733,0.263879900519768,7.664404051008007,0.7964072076122977,1.2174828397109931,1.3044613710943749,1.4648660988112556,1.312868408329042,3.6470492766394944
0.31220058212686985,0.25913070628577767,7.6699256657735075,0.7868445860465528,1.2127418698301848,1.3228625695673324,1.4423032265631157,1.299890429423506,3.636354117470464
0.30716764188059187,0.2583772232365031,7.544671102735481,0.7849518774089581,1.2011393677860085,1.3193341726422352,1.4560941787113952,1.2760385211591598,3.6257215030918952
0.3147564889335003,0.2515310081372898,7.469332935585047,0.7653989161342838,1.2005966821103076,1.31690692043764,1.4247919434574425,1.2714950696534508,3.6151508864648045
