,     Angle,       PSD
739,34.5838,1139
740,34.6238,1113
741,34.6639,1111
742,34.7039,1112
743,34.7439,1077
744,34.784,1123
745,34.824,1098
746,34.864,1091
747,34.9041,1018
748,34.9441,1056
749,34.9841,1108
750,35.0241,1015
751,35.0642,1050
752,35.1042,1068
753,35.1442,1121
754,35.1843,1047
755,35.2243,1158
756,35.2643,1074
757,35.3044,1019
758,35.3444,1021
759,35.3844,1084
760,35.4245,1026
761,35.4645,1038
762,35.5045,1061
763,35.5446,1068
764,35.5846,1018
765,35.6246,1074
766,35.6647,1024
767,35.7047,1100
768,35.7447,1041
769,35.7848,1056
770,35.8248,1009
771,35.8648,1072
772,35.9049,1064
773,35.9449,1033
774,35.9849,1032
775,36.025,1049
776,36.065,995
777,36.105,1097
778,36.1451,1044
779,36.1851,1038
780,36.2251,1026
781,36.2651,996
782,36.3052,978
783,36.3452,1016
784,36.3852,1091
785,36.4253,1009
786,36.4653,1142
787,36.5053,1039
788,36.5454,1102
789,36.5854,981
790,36.6254,991
791,36.6655,1012
792,36.7055,1052
793,36.7455,1091
794,36.7856,1069
795,36.8256,1041
796,36.8656,1026
797,36.9057,1012
798,36.9457,1041
799,36.9857,1030
800,37.0258,1052
801,37.0658,990
802,37.1058,1093
803,37.1459,1057
804,37.1859,1006
805,37.2259,1066
806,37.266,1001
807,37.306,966
808,37.346,1008
809,37.386,1047
810,37.4261,1027
811,37.4661,1031
812,37.5061,1033
813,37.5462,1032
814,37.5862,1030
815,37.6262,1017
816,37.6663,1062
817,37.7063,1041
818,37.7463,977
819,37.7864,1062
820,37.8264,1046
821,37.8664,1067
822,37.9065,1010
823,37.9465,993
824,37.9865,1035
825,38.0266,1068
826,38.0666,1013
827,38.1066,980
828,38.1467,1015
829,38.1867,949
830,38.2267,1072
831,38.2668,1049
832,38.3068,1013
833,38.3468,951
834,38.3869,1054
835,38.4269,977
836,38.4669,1041
837,38.507,977
838,38.547,971
839,38.587,1005
840,38.627,987
841,38.6671,951
842,38.7071,967
843,38.7471,975
844,38.7872,947
845,38.8272,989
846,38.8672,1004
847,38.9073,959
848,38.9473,951
849,38.9873,971
850,39.0274,991
851,39.0674,1015
852,39.1074,1001
853,39.1475,919
854,39.1875,936
855,39.2275,997
856,39.2676,1008
857,39.3076,966
858,39.3476,967
859,39.3877,991
860,39.4277,971
861,39.4677,943
862,39.5078,965
863,39.5478,959
864,39.5878,995
865,39.6279,978
866,39.6679,989
867,39.7079,939
868,39.7479,969
869,39.788,997
870,39.828,913
871,39.868,946
872,39.9081,1031
873,39.9481,999
874,39.9881,942
875,40.0282,979
876,40.0682,957
877,40.1082,962
878,40.1483,927
879,40.1883,995
880,40.2283,962
881,40.2684,950
882,40.3084,1017
883,40.3484,961
884,40.3885,1000
885,40.4285,958
886,40.4685,964
887,40.5086,933
888,40.5486,954
889,40.5886,928
890,40.6287,963
891,40.6687,977
892,40.7087,969
893,40.7488,977
894,40.7888,961
895,40.8288,974
896,40.8689,1000
897,40.9089,977
898,40.9489,953
899,40.9889,934
900,41.029,946
901,41.069,922
902,41.109,939
903,41.1491,936
904,41.1891,960
905,41.2291,922
906,41.2692,948
907,41.3092,919
908,41.3492,931
909,41.3893,927
910,41.4293,915
911,41.4693,941
912,41.5094,882
913,41.5494,957
914,41.5894,898
915,41.6295,967
916,41.6695,960
917,41.7095,951
918,41.7496,935
919,41.7896,900
920,41.8296,909
921,41.8697,969
922,41.9097,920
923,41.9497,886
924,41.9898,879
925,42.0298,880
926,42.0698,923
927,42.1098,912
928,42.1499,887
929,42.1899,871
930,42.2299,911
931,42.27,926
932,42.31,976
933,42.35,916
934,42.3901,941
935,42.4301,904
936,42.4701,921
937,42.5102,922
938,42.5502,872
939,42.5902,872
940,42.6303,894
941,42.6703,906
942,42.7103,903
943,42.7504,841
944,42.7904,871
945,42.8304,866
946,42.8705,906
947,42.9105,905
948,42.9505,850
949,42.9906,845
950,43.0306,852
951,43.0706,879
952,43.1107,843
953,43.1507,864
954,43.1907,848
955,43.2308,816
956,43.2708,900
957,43.3108,860
958,43.3508,842
959,43.3909,800
960,43.4309,873
961,43.4709,860
962,43.511,891
963,43.551,841
964,43.591,849
965,43.6311,809
966,43.6711,885
967,43.7111,850
968,43.7512,859
969,43.7912,853
