,     Angle,       PSD
1095,48.8353,662
1096,48.8753,695
1097,48.9153,694
1098,48.9554,630
1099,48.9954,622
1100,49.0354,735
1101,49.0755,659
1102,49.1155,713
1103,49.1555,625
1104,49.1955,671
1105,49.2356,704
1106,49.2756,689
1107,49.3156,718
1108,49.3557,681
1109,49.3957,670
1110,49.4357,657
1111,49.4758,715
1112,49.5158,683
1113,49.5558,648
1114,49.5959,651
1115,49.6359,604
1116,49.6759,634
1117,49.716,647
1118,49.756,613
1119,49.796,631
1120,49.8361,663
1121,49.8761,630
1122,49.9161,648
1123,49.9562,633
1124,49.9962,658
1125,50.0362,613
1126,50.0763,618
1127,50.1163,650
1128,50.1563,594
1129,50.1964,613
1130,50.2364,629
1131,50.2764,605
1132,50.3165,641
1133,50.3565,627
1134,50.3965,607
1135,50.4365,613
1136,50.4766,616
1137,50.5166,654
1138,50.5566,673
1139,50.5967,586
1140,50.6367,548
1141,50.6767,621
1142,50.7168,650
1143,50.7568,602
1144,50.7968,607
1145,50.8369,599
1146,50.8769,607
1147,50.9169,594
1148,50.957,568
1149,50.997,618
1150,51.037,572
1151,51.0771,634
1152,51.1171,641
1153,51.1571,570
1154,51.1972,604
1155,51.2372,615
1156,51.2772,577
1157,51.3173,615
1158,51.3573,588
1159,51.3973,610
1160,51.4374,636
1161,51.4774,594
1162,51.5174,604
1163,51.5574,578
1164,51.5975,573
1165,51.6375,563
1166,51.6775,569
1167,51.7176,570
1168,51.7576,600
1169,51.7976,589
1170,51.8377,569
1171,51.8777,582
1172,51.9177,552
1173,51.9578,526
1174,51.9978,568
1175,52.0378,569
1176,52.0779,554
1177,52.1179,558
1178,52.1579,635
1179,52.198,554
1180,52.238,557
1181,52.278,550
1182,52.3181,544
1183,52.3581,547
1184,52.3981,543
1185,52.4382,539
1186,52.4782,564
1187,52.5182,534
1188,52.5583,507
1189,52.5983,540
1190,52.6383,557
1191,52.6784,518
1192,52.7184,531
1193,52.7584,547
1194,52.7984,569
1195,52.8385,549
1196,52.8785,588
1197,52.9185,525
1198,52.9586,553
1199,52.9986,519
1200,53.0386,563
1201,53.0787,548
1202,53.1187,510
1203,53.1587,583
1204,53.1988,563
1205,53.2388,542
1206,53.2788,516
1207,53.3189,545
1208,53.3589,537
1209,53.3989,544
1210,53.439,547
1211,53.479,564
1212,53.519,561
1213,53.5591,574
1214,53.5991,542
1215,53.6391,530
1216,53.6792,556
1217,53.7192,537
1218,53.7592,570
1219,53.7993,573
1220,53.8393,514
1221,53.8793,527
1222,53.9193,521
1223,53.9594,528
1224,53.9994,525
1225,54.0394,549
1226,54.0795,483
1227,54.1195,541
1228,54.1595,547
1229,54.1996,531
1230,54.2396,528
1231,54.2796,519
1232,54.3197,547
1233,54.3597,529
1234,54.3997,521
1235,54.4398,528
1236,54.4798,490
1237,54.5198,490
1238,54.5599,520
1239,54.5999,499
1240,54.6399,492
1241,54.68,557
1242,54.72,481
1243,54.76,493
1244,54.8001,509
1245,54.8401,490
1246,54.8801,500
1247,54.9202,522
1248,54.9602,509
1249,55.0002,500
1250,55.0402,499
1251,55.0803,478
1252,55.1203,515
1253,55.1603,500
1254,55.2004,517
1255,55.2404,513
1256,55.2804,533
1257,55.3205,472
1258,55.3605,493
1259,55.4005,489
1260,55.4406,493
1261,55.4806,521
1262,55.5206,529
1263,55.5607,515
1264,55.6007,511
1265,55.6407,531
1266,55.6808,490
1267,55.7208,507
1268,55.7608,513
1269,55.8009,495
1270,55.8409,490
1271,55.8809,474
1272,55.921,520
1273,55.961,553
1274,56.001,471
1275,56.0411,497
1276,56.0811,472
1277,56.1211,478
1278,56.1612,443
1279,56.2012,475
1280,56.2412,458
1281,56.2812,470
1282,56.3213,491
1283,56.3613,490
1284,56.4013,507
1285,56.4414,497
