nm,75,15,18,225,grupo,0
,,,,,,0.6338637160718251
,,,,,,0.6340592367395499
,,,,,,0.634402698997904
,,,,,,0.6344511048497913
,,,,,,0.6340108755821022
,,,,,,0.6336673922295337
,,,,,,0.634031130765621
,,,,,,0.6343264170792012
,,,,,,0.6342439866596599
,,,,,,0.6343415667729797
,,,,,,0.6345592438721545
,,,,,,0.6342802380031278
,,,,,,0.63485609649226
,,,,,,0.6346769727020735
,,,,,,0.6347943630275669
,,,,,,0.6345757358991196
,,,,,,0.6346836044424297
,,,,,,0.6346586575254561
,,,,,,0.6343749669757323
,,,,,,0.6343245787385334
,,,,,,0.6344246170586718
,,,,,,0.6344965219208777
,,,,,,0.6348773390655915
,,,,,,0.634375179201357
,,,,,,0.6346772741384693
,,,,,,0.6344945923052755
,,,,,,0.6343238186761669
,,,,,,0.6346734264574992
,,,,,,0.6346879489925228
,,,,,,0.6348979993274732
,,,,,,0.6353352556623114
,,,,,,rAGo
,,,,,,0.5977508911538557
,,,,,,0.6011527034325725
,,,,,,0.5987131906954177
,,,,,,0.6061104289155856
,,,,,,0.6079927056107516
,,,,,,0.6104828176146677
,,,,,,0.6116331425050997
,,,,,,0.6134834143190625
,,,,,,0.6183651293036377
,,,,,,0.6210067338842439
,,,,,,0.626714127227088
,,,,,,0.6282027122764786
,,,,,,0.6294668784199062
,,,,,,0.6300577937027485
,,,,,,0.629979685108514
,,,,,,0.6315743670480188
,,,,,,0.6332794473408517
,,,,,,0.6360432610606968
,,,,,,0.6375418136652844
,,,,,,0.635262618420877
,,,,,,0.635110203542654
,,,,,,0.6342721281663052
,,,,,,0.6308656396173066
,,,,,,0.6309839638493954
,,,,,,0.6303821074180992
,,,,,,0.6286640575603749
,,,,,,0.6261472122651636
,,,,,,0.6230308825356976
,,,,,,0.6198261219985872
,,,,,,0.6182988737519415
,,,,,,0.6153913227919985
,,,,,,0.6135247549932369
,,,,,,0.610900356927644
,,,,,,0.6089290539457346
,,,,,,0.6069187545530705
,,,,,,0.6053750212403745
,,,,,,0.6039850193594372
,,,,,,0.6027791450415649
,,,,,,0.6016645055332241
,,,,,,0.6013335956401594
,,,,,,0.6003117680334461
,,,,,,0.6005394603224266
,,,,,,0.6011029224114594
,,,,,,0.6016826978187507
,,,,,,0.6027582513535197
,,,,,,0.6040813095780689
,,,,,,0.6060433927234288
,,,,,,0.6090431375418053
,,,,,,0.6110256449418457
,,,,,,0.6129388744384029
,,,,,,0.6166748767885991
,,,,,,0.62069069553337
,,,,,,0.6239938227489543
,,,,,,0.6264043468687169
,,,,,,0.6300632218422478
,,,,,,0.6334110623735738
,,,,,,0.6359765708339877
,,,,,,0.6390666265222882
,,,,,,0.6418842346291616
,,,,,,0.6430543348875917
,,,,,,0.6455833101151679
,,,,,,0.6492511166531434
,,,,,,0.6495736935739659
,,,,,,0.6505027692948071
,,,,,,0.6513021338764049
,,,,,,0.6524987464622884
,,,,,,0.6525517958048976
,,,,,,0.653726600585227
,,,,,,0.6531456139324204
,,,,,,0.6537315353560992
,,,,,,0.6543742228821201
,,,,,,0.6531328598442359
,,,,,,0.6545216098906952
,,,,,,0.6559011472703438
,,,,,,0.654813684566608
,,,,,,0.655938059226173
,,,,,,0.6557547836734963
,,,,,,0.655830741738407
,,,,,,0.6554807805830661
,,,,,,0.6561160916323251
,,,,,,0.6553326863755008
,,,,,,0.6561947143522262
,,,,,,0.6566221128671488
,,,,,,0.6560609543773177
,,,,,,0.6557873524584215
,,,,,,0.6539379549412841
,,,,,,0.6558019485399635
,,,,,,0.6558590096183017
,,,,,,0.6567729146040446
,,,,,,0.6557147390163335
,,,,,,0.6561279542715722
,,,,,,0.6564353010431615
,,,,,,0.6564881293039715
,,,,,,0.6563973365538457
,,,,,,0.6559142664046275
,,,,,,0.6569624480493723
,,,,,,0.6564886429223571
,,,,,,0.655517944395918
,,,,,,0.6560706574980373
,,,,,,0.6552615573323206
,,,,,,0.6561617778123764
,,,,,,0.6559742368305789
,,,,,,0.655367450609095
,,,,,,0.6558234842756839
,,,,,,0.6545722677939564
,,,,,,0.6551751029454266
,,,,,,0.6551882269051235
,,,,,,0.6538359035463653
,,,,,,0.655024260217744
,,,,,,0.6549042053329894
,,,,,,0.6558009272111384
,,,,,,0.6552553088019741
,,,,,,0.6542663337885153
,,,,,,0.6552467520456217
,,,,,,0.6557421712198025
,,,,,,0.6550461840702156
,,,,,,0.6546764729379122
,,,,,,0.6559129459117293
,,,,,,0.6569745026892436
,,,,,,0.6563899161679071
,,,,,,0.6572321950237111
,,,,,,0.656173538298044
,,,,,,0.6563740077046069
,,,,,,0.6572304506845009
,,,,,,0.6579897894067942
,,,,,,0.657183320041914
,,,,,,0.6574357041063326
,,,,,,0.6570253990204534
,,,,,,0.6585035671879103
,,,,,,0.6590746776954738
,,,,,,0.6585602793532914
,,,,,,0.6579493126210869
,,,,,,0.6585924245960836
,,,,,,0.658940933987298
,,,,,,0.6615531313146101
,,,,,,0.6593488380354109
,,,,,,0.6601727104306294
,,,,,,0.6606516786598072
,,,,,,0.6614904383759787
,,,,,,0.662237410855254
,,,,,,0.6613215150032752
,,,,,,0.6618761503169335
,,,,,,0.6615678886050517
,,,,,,0.6633042878986465
,,,,,,0.6632843576459854
,,,,,,0.6636259576902696
,,,,,,0.6646900645314807
,,,,,,0.6637537236123121
,,,,,,0.6653668323063725
,,,,,,0.6655784661438711
,,,,,,0.6829808586424366
,,,,,,0.6832042513025106
,,,,,,0.6832528732206201
,,,,,,0.6845454180488968
,,,,,,0.683398810693344
,,,,,,0.6833196872881594
,,,,,,0.685734524342535
,,,,,,0.6843352196055693
,,,,,,0.6845750965091321
,,,,,,0.6847962430644741
,,,,,,0.6845304941170479
,,,,,,0.6853853890140382
,,,,,,0.6857716007329692
,,,,,,0.6868957257663105
,,,,,,0.6854591880754783
,,,,,,0.6867444435381872
,,,,,,0.6856914673568848
,,,,,,0.6865228406055482
,,,,,,0.6864931842116346
,,,,,,0.6867929279178016
,,,,,,0.6871585514551344
,,,,,,0.6871292824106479
,,,,,,0.6864956803573792
,,,,,,0.6869485654239098
,,,,,,0.6867592452780106
,,,,,,0.6873298301671642
,,,,,,0.6873588153543924
,,,,,,0.6876449812867649
,,,,,,0.6867066064244238
,,,,,,0.6878140297470465
,,,,,,0.6878486104191521
,,,,,,0.6875447176939316
,,,,,,0.6880669771628365
,,,,,,0.6886877435395407
,,,,,,0.6882036654367701
,,,,,,0.6875774241145041
,,,,,,0.6877963501566409
,,,,,,0.6883540880489962
,,,,,,0.6881939623919641
,,,,,,0.6879059392846225
,,,,,,0.6884377013124785
,,,,,,0.6882467992284936
,,,,,,0.6880812138912243
,,,,,,0.688348151372188
,,,,,,0.6885080809988187
,,,,,,0.6884588763014962
,,,,,,0.6884529763261821
,,,,,,0.6889385497122353
,,,,,,0.6887525266868911
,,,,,,0.6888794533840277
,,,,,,0.6890292483307999
,,,,,,rAOx
,,,,,,0.6345442773896177
,,,,,,0.63708846982893
,,,,,,0.6420517836208861
,,,,,,0.6484668878613224
,,,,,,0.6556518814646837
,,,,,,0.6527957194746957
,,,,,,0.6622911484845329
,,,,,,0.667368311741093
,,,,,,0.6715916170059744
,,,,,,0.679816362458085
,,,,,,0.6871846181704805
,,,,,,0.6878724736442363
,,,,,,0.6911087257058952
,,,,,,0.6945326383503285
,,,,,,0.6986341103341873
,,,,,,0.7015367833969262
,,,,,,0.7025573893388509
,,,,,,0.7033740306610995
,,,,,,0.7066740498249935
,,,,,,0.7028772576691884
,,,,,,0.7025163360790713
,,,,,,0.7023781557773089
,,,,,,0.6972027522443658
,,,,,,0.6939188264474884
,,,,,,0.691513930420232
,,,,,,0.6857533595662861
,,,,,,0.6830966630616618
,,,,,,0.6801472650085267
,,,,,,0.673796676864883
,,,,,,0.6706731132948853
,,,,,,0.6667038956436763
,,,,,,0.6629303267167308
,,,,,,0.6594633991390253
,,,,,,0.6553114300288341
,,,,,,0.6529849048770757
,,,,,,0.6509331538111425
,,,,,,0.6485987892684115
,,,,,,0.6472534042385112
,,,,,,0.6463574159090069
,,,,,,0.6446471982658906
,,,,,,0.6446034396875121
,,,,,,0.6439795472910749
,,,,,,0.6457276057155152
,,,,,,0.6480354540654345
,,,,,,0.6492615240926362
,,,,,,0.652614728342623
,,,,,,0.6547627547567558
,,,,,,0.6585483469025227
,,,,,,0.6633514994877814
,,,,,,0.6677914466910824
,,,,,,0.6729694764880616
,,,,,,0.6780939165558557
,,,,,,0.6857838624240724
,,,,,,0.6885568471148962
,,,,,,0.6949930145541425
,,,,,,0.7004051977849995
,,,,,,0.7065435054334148
,,,,,,0.7113300898265574
,,,,,,0.7160008500660522
,,,,,,0.7198395997051054
,,,,,,0.7245708270908587
,,,,,,0.7277783582593121
,,,,,,0.7313037318608107
,,,,,,0.7309463699072376
,,,,,,0.7315627932047994
,,,,,,0.7333614087200279
,,,,,,0.7342258827370504
,,,,,,0.7348755134256986
,,,,,,0.7363908109273931
,,,,,,0.7359364314646304
,,,,,,0.7363045331171623
,,,,,,0.7362891184930791
,,,,,,0.7364789935731525
,,,,,,0.7369416011335144
,,,,,,0.7383619983887044
,,,,,,0.73706461599452
,,,,,,0.7366515939385575
,,,,,,0.7372037822570163
,,,,,,0.737487422296689
,,,,,,0.7380123477277448
,,,,,,0.7381777820167842
,,,,,,0.7385251153851906
,,,,,,0.7383326237644495
,,,,,,0.7381872565257713
,,,,,,0.7383742611961341
,,,,,,0.7373515908452293
,,,,,,0.7378189870847911
,,,,,,0.7386638188087324
,,,,,,0.7383946749237869
,,,,,,0.7376528708360705
,,,,,,0.7378867492316596
,,,,,,0.7387188050279568
,,,,,,0.7399815012317155
,,,,,,0.7364643090844594
,,,,,,0.7370303599151536
,,,,,,0.7394654386225487
,,,,,,0.7391858598882245
,,,,,,0.7377947158323651
,,,,,,0.7392012461860294
,,,,,,0.739276594272383
,,,,,,0.7392760717344103
,,,,,,0.7398829770268304
,,,,,,0.7387707679041862
,,,,,,0.7395290857614824
,,,,,,0.7400818305879748
,,,,,,0.7401422112242396
,,,,,,0.7400414359085484
,,,,,,0.7390350966801835
,,,,,,0.7411637944017124
,,,,,,0.7396808892849621
,,,,,,0.7422410838658645
,,,,,,0.742466493237724
,,,,,,0.741882852282925
,,,,,,0.7446843671018991
,,,,,,0.744132689959275
,,,,,,0.7412384390782234
,,,,,,0.7439798001613415
,,,,,,0.7447678923657474
,,,,,,0.7445027293773184
,,,,,,0.745514303942583
,,,,,,0.7462620074767142
,,,,,,0.7456418236173066
,,,,,,0.7451981038277332
,,,,,,0.7463896938819872
,,,,,,0.7469787231673866
,,,,,,0.74629155136907
,,,,,,0.7479009446305125
,,,,,,0.7466230775992131
,,,,,,0.7491271826555107
,,,,,,0.7481451768835854
,,,,,,0.7476691443168798
,,,,,,0.7475198392214287
,,,,,,0.7498283469483921
,,,,,,0.7504521298187259
,,,,,,0.7515806619981332
,,,,,,0.7508412586327619
,,,,,,0.7533159120015043
,,,,,,0.7517055748467613
,,,,,,0.7500068246319301
,,,,,,0.7558611134384806
,,,,,,0.7568653139795244
,,,,,,0.7547068108410969
,,,,,,0.7558779639099873
,,,,,,0.7524792347976655
,,,,,,0.7552206986910515
,,,,,,0.7556854108158583
,,,,,,0.7576990667844958
,,,,,,0.7580565510666638
,,,,,,0.7589541200779284
,,,,,,0.7597675263948402
,,,,,,0.7649457369736691
,,,,,,0.7658576828698558
,,,,,,0.7651722746266117
,,,,,,0.766128351202198
,,,,,,0.7662697806219295
,,,,,,0.7682131411610882
,,,,,,0.7675655157119622
,,,,,,0.7674097521366655
,,,,,,0.7681215324721461
,,,,,,0.7675568647347748
,,,,,,0.7684490619023656
,,,,,,0.7686080115793879
,,,,,,0.768578312196244
,,,,,,0.7684535101656071
,,,,,,0.7678284593556742
,,,,,,0.7686025556424956
,,,,,,0.7692598794245276
,,,,,,0.7688342477571878
,,,,,,0.7683662774400334
,,,,,,0.7692032553647005
,,,,,,0.7695892761213307
,,,,,,0.7702586702312518
,,,,,,0.7701664552452762
,,,,,,0.7712688437525242
,,,,,,0.7708919146179193
,,,,,,0.769741002771803
,,,,,,0.7710164450026343
,,,,,,0.7705912001245394
,,,,,,0.7701309436821907
,,,,,,0.7703330014473833
,,,,,,0.7709801411866485
,,,,,,0.7708583708978427
,,,,,,0.7719364933787451
,,,,,,0.7714214326882667
,,,,,,0.7729887674489709
,,,,,,0.771666282806398
,,,,,,0.7719599197614646
,,,,,,0.771533623195385
,,,,,,0.7718051008702488
,,,,,,0.7722752588664599
,,,,,,0.7718426730117828
,,,,,,0.7721633563757383
,,,,,,0.7715876662160672
,,,,,,0.7721857153671521
,,,,,,0.7722667656822099
,,,,,,0.7723000145576508
,,,,,,0.7718486694974167
,,,,,,0.7725041992801542
,,,,,,0.7722161918838277
,,,,,,0.7719482936888713
,,,,,,0.7726258146809613
,,,,,,rAIlly
,,,,,,0.5736584465178504
,,,,,,0.5793219585561913
,,,,,,0.5795174651153788
,,,,,,0.5784407239323721
,,,,,,0.5801998069502491
,,,,,,0.5830419977789821
,,,,,,0.5846740479814102
,,,,,,0.5873670561829071
,,,,,,0.5861796778271036
,,,,,,0.5897002727384099
,,,,,,0.5903052959639619
,,,,,,0.5928946875435916
,,,,,,0.5931221143885355
,,,,,,0.5945622581955726
,,,,,,0.5932281213728027
,,,,,,0.5955365900517725
,,,,,,0.5958333289709299
,,,,,,0.5965690353934072
,,,,,,0.5973993388558833
,,,,,,0.5971465915799347
,,,,,,0.5976752959768921
,,,,,,0.5972763589758078
,,,,,,0.5952618983306627
,,,,,,0.5948181049531153
,,,,,,0.5948997947589743
,,,,,,0.5936167273879996
,,,,,,0.5910620291446896
,,,,,,0.5896759236259755
,,,,,,0.5892329797422171
,,,,,,0.5874711176089878
,,,,,,0.5867341543318696
,,,,,,0.5848975442773484
,,,,,,0.5824242794886342
,,,,,,0.581704266734225
,,,,,,0.5800882275543775
,,,,,,0.5794017635262699
,,,,,,0.5781717998768504
,,,,,,0.5777651092599594
,,,,,,0.5761792365580783
,,,,,,0.5753076238716193
,,,,,,0.5757231983517359
,,,,,,0.5749989911682619
,,,,,,0.5754412562706476
,,,,,,0.5760569627565979
,,,,,,0.5768573824101327
,,,,,,0.5773672594030246
,,,,,,0.5782482860218126
,,,,,,0.5805544825269904
,,,,,,0.5815048015084878
,,,,,,0.5832359049169888
,,,,,,0.5851027745225109
,,,,,,0.5874158458534205
,,,,,,0.5896135112163816
,,,,,,0.590463327209633
,,,,,,0.5933850411175234
,,,,,,0.5950789583784929
,,,,,,0.5969142659768976
,,,,,,0.5993396371586648
,,,,,,0.6008019170090224
,,,,,,0.6015782893631594
,,,,,,0.6044031192859848
,,,,,,0.6058510116712827
,,,,,,0.6063127107838233
,,,,,,0.6072925677277797
,,,,,,0.6083214157303765
,,,,,,0.60811826713712
,,,,,,0.6090430674751888
,,,,,,0.6084172297578883
,,,,,,0.6091270560770012
,,,,,,0.610000975587587
,,,,,,0.6097354218278813
,,,,,,0.6098739988440339
,,,,,,0.6104790240324766
,,,,,,0.6102565929278989
,,,,,,0.6110843720461299
,,,,,,0.6113804311883935
,,,,,,0.6109515789448792
,,,,,,0.6113593405884469
,,,,,,0.6116804519316917
,,,,,,0.6110899307096009
,,,,,,0.6101645470296708
,,,,,,0.6116489578595007
,,,,,,0.6129128346789892
,,,,,,0.6122381866840063
,,,,,,0.6120750628508432
,,,,,,0.6118850461578015
,,,,,,0.6123686666821847
,,,,,,0.6123861397941158
,,,,,,0.6125175547402424
,,,,,,0.6129609645471946
,,,,,,0.6124236703408567
,,,,,,0.6122022811116835
,,,,,,0.6117609969160384
,,,,,,0.61275819582743
,,,,,,0.612453933029066
,,,,,,0.6123612328276281
,,,,,,0.6131920141975447
,,,,,,0.611916840817292
,,,,,,0.6127326356061241
,,,,,,0.6121564563148868
,,,,,,0.6129120641925576
,,,,,,0.6129667823223631
,,,,,,0.6122615765792025
,,,,,,0.611818765897547
,,,,,,0.6130129139336224
,,,,,,0.613372700834241
,,,,,,0.6134572557488052
,,,,,,0.6134001676396146
,,,,,,0.613068892293451
,,,,,,0.6115754170301717
,,,,,,0.6130735511920715
,,,,,,0.6142627905908221
,,,,,,0.6131067955065054
,,,,,,0.6136459750021762
,,,,,,0.6138550905570047
,,,,,,0.6130152130282408
,,,,,,0.6129608481857831
,,,,,,0.614042179236098
,,,,,,0.613168316877692
,,,,,,0.6132178744617319
,,,,,,0.6132379081210759
,,,,,,0.6136830882727988
,,,,,,0.6133002347636729
,,,,,,0.6141492659143649
,,,,,,0.6139521537466299
,,,,,,0.6140808562167591
,,,,,,0.614948156211674
,,,,,,0.6143276781618286
,,,,,,0.6158776330285538
,,,,,,0.6153527641335357
,,,,,,0.6158253187193394
,,,,,,0.6161488773727594
,,,,,,0.6148213510807545
,,,,,,0.6161607154792839
,,,,,,0.6175466361261003
,,,,,,0.6164437196330348
,,,,,,0.6174181832371562
,,,,,,0.6178757249704184
,,,,,,0.618022028356557
,,,,,,0.6191970379575203
,,,,,,0.6192411918263507
,,,,,,0.6195634398665186
,,,,,,0.6205703219239368
,,,,,,0.6203894111686572
,,,,,,0.6206396841031745
,,,,,,0.6210185832139951
,,,,,,0.620465394725568
,,,,,,0.6217371047236909
,,,,,,0.6216654946430158
,,,,,,0.6218914313186971
,,,,,,0.6390738517914583
,,,,,,0.6396236859389427
,,,,,,0.6391530095584148
,,,,,,0.6396417642496433
,,,,,,0.6402201663079312
,,,,,,0.6404784143006954
,,,,,,0.6403610633356912
,,,,,,0.6401519691315743
,,,,,,0.6411250832188002
,,,,,,0.6414554273880874
,,,,,,0.6412806651000263
,,,,,,0.6412418860107578
,,,,,,0.64209910756419
,,,,,,0.6424869659569553
,,,,,,0.6417824030307533
,,,,,,0.6422382971336191
,,,,,,0.6422912333931998
,,,,,,0.6426773064767575
,,,,,,0.6423788126946696
,,,,,,0.6421967687867278
,,,,,,0.6428324914353576
,,,,,,0.643032486234792
,,,,,,0.6422940581036646
,,,,,,0.6433893383654578
,,,,,,0.6432183036466586
,,,,,,0.6426047632001998
,,,,,,0.6428460917220231
,,,,,,0.6426470666249611
,,,,,,0.6429009854527954
,,,,,,0.6426725893232945
,,,,,,0.6430828493828579
,,,,,,0.6425954680201341
,,,,,,0.6425258257204174
,,,,,,0.6422357390909184
,,,,,,0.642599649833929
,,,,,,0.6417948793193069
,,,,,,0.6421061671313752
,,,,,,0.6419479512155998
,,,,,,0.6414373614837426
,,,,,,0.6414894027558852
,,,,,,0.6414366840633376
,,,,,,0.6415111861356744
,,,,,,0.6412246989429707
,,,,,,0.6408627907656881
,,,,,,0.6409781082780451
,,,,,,0.6407313550482873
,,,,,,0.6401381075901048
,,,,,,0.6402315054218198
,,,,,,0.6399447794776942
,,,,,,0.6402503692097621
,,,,,,0.6399188537505867
,,,,,,rAVerde
,,,,,,0.6139086514665341
,,,,,,0.6217794462423865
,,,,,,0.6201135644313094
,,,,,,0.6271048607285421
,,,,,,0.630644144767242
,,,,,,0.6366130273752691
,,,,,,0.6387638349731778
,,,,,,0.6450172532626967
,,,,,,0.6487648929810411
,,,,,,0.653186944131428
,,,,,,0.6609999530089307
,,,,,,0.6625440109334911
,,,,,,0.6669516867055886
,,,,,,0.6705384961284911
,,,,,,0.6720816127838055
,,,,,,0.6768984760902038
,,,,,,0.679608886493673
,,,,,,0.6815968843341892
,,,,,,0.6840913888612231
,,,,,,0.6831184869111485
,,,,,,0.6833471519415506
,,,,,,0.6841015358237263
,,,,,,0.679518277860769
,,,,,,0.6794835628823067
,,,,,,0.6777151695621936
,,,,,,0.674005760816317
,,,,,,0.6695487083003034
,,,,,,0.6666458441663529
,,,,,,0.6621459792752279
,,,,,,0.6580104230756362
,,,,,,0.6554162224679446
,,,,,,0.6525634106158336
,,,,,,0.6490493713291836
,,,,,,0.6459998802889257
,,,,,,0.6429506238802006
,,,,,,0.6414127700797733
,,,,,,0.6391411314893855
,,,,,,0.6377909984421971
,,,,,,0.6359537038944985
,,,,,,0.6345542312057314
,,,,,,0.6352628857751659
,,,,,,0.6350412330098519
,,,,,,0.6356422595698392
,,,,,,0.6374169263157388
,,,,,,0.6399542337934112
,,,,,,0.64171904228855
,,,,,,0.6451434915461817
,,,,,,0.6491406777800808
,,,,,,0.6527781078089586
,,,,,,0.658212678306723
,,,,,,0.6626015780059971
,,,,,,0.6672955965601011
,,,,,,0.6743119458992123
,,,,,,0.6794590912924436
,,,,,,0.6872482919911084
,,,,,,0.6927866860922318
,,,,,,0.6973353468948826
,,,,,,0.7019807673743018
,,,,,,0.7071570407526416
,,,,,,0.7113619682131135
,,,,,,0.7168631910347528
,,,,,,0.7203096015677245
,,,,,,0.7210941803195983
,,,,,,0.7257363280632942
,,,,,,0.728193151412104
,,,,,,0.7299490244095197
,,,,,,0.7314757461137359
,,,,,,0.7299932242740892
,,,,,,0.7327248535878728
,,,,,,0.7334483620463563
,,,,,,0.7331435155860699
,,,,,,0.735289996629854
,,,,,,0.7355016337062169
,,,,,,0.736025789309477
,,,,,,0.7363345600785466
,,,,,,0.737182823502929
,,,,,,0.7389881132169066
,,,,,,0.7370316856532217
,,,,,,0.737571096034335
,,,,,,0.7391547708821306
,,,,,,0.738393496399116
,,,,,,0.7403988316666263
,,,,,,0.7406782083219756
,,,,,,0.7401441522796309
,,,,,,0.7394278108952931
,,,,,,0.7386082734050103
,,,,,,0.739393813683674
,,,,,,0.7408380274489289
,,,,,,0.7425162205733132
,,,,,,0.7417856868060285
,,,,,,0.742043163736419
,,,,,,0.7426139165054949
,,,,,,0.7430742479782857
,,,,,,0.7423141701441606
,,,,,,0.7434144563041833
,,,,,,0.7437899339663764
,,,,,,0.7439824781666681
,,,,,,0.7441988512158105
,,,,,,0.7448622207227811
,,,,,,0.7441208658903875
,,,,,,0.745609198571591
,,,,,,0.746884082505613
,,,,,,0.7472827776140359
,,,,,,0.7475024652920848
,,,,,,0.7465781038954427
,,,,,,0.7479668016448912
,,,,,,0.7475380022604445
,,,,,,0.7499592715048907
,,,,,,0.7505918370709633
,,,,,,0.7490019123091419
,,,,,,0.7524449973440054
,,,,,,0.7504319562524786
,,,,,,0.7508759113147716
,,,,,,0.752630572134903
,,,,,,0.7540681325824163
,,,,,,0.7506539086922002
,,,,,,0.7536185654000352
,,,,,,0.7517802622419198
,,,,,,0.7563638176760213
,,,,,,0.7569331572581005
,,,,,,0.7571070624558442
,,,,,,0.7588485238808614
,,,,,,0.7576184031816207
,,,,,,0.7617803160561919
,,,,,,0.7609676057704249
,,,,,,0.7609953018314866
,,,,,,0.7621505330302735
,,,,,,0.7620388152261667
,,,,,,0.7652326712968367
,,,,,,0.7666270907342692
,,,,,,0.7646202655545931
,,,,,,0.7662744313431874
,,,,,,0.768123117806042
,,,,,,0.7662805762172684
,,,,,,0.7699280149307944
,,,,,,0.7691097792099509
,,,,,,0.7694511546925852
,,,,,,0.7722131363993605
,,,,,,0.7726756682050919
,,,,,,0.7758239844341626
,,,,,,0.7747284669065374
,,,,,,0.7761762624168623
,,,,,,0.7758289059127242
,,,,,,0.7783137298595092
,,,,,,0.7770992821388046
,,,,,,0.7776522478365605
,,,,,,0.7799894512986715
,,,,,,0.7785897701667139
,,,,,,0.7816903499095714
,,,,,,0.7815765903528357
,,,,,,0.7915963814206015
,,,,,,0.7922182641641751
,,,,,,0.7903572952673534
,,,,,,0.7934522183046542
,,,,,,0.7941905794389358
,,,,,,0.7946745575610966
,,,,,,0.7954466953855976
,,,,,,0.7949877307899185
,,,,,,0.7950507966724821
,,,,,,0.7964676942246541
,,,,,,0.7968081982382293
,,,,,,0.7977386456869915
,,,,,,0.7978795175731643
,,,,,,0.7990414701850355
,,,,,,0.7985947494497877
,,,,,,0.7994305498125693
,,,,,,0.7985279631028537
,,,,,,0.8004261688385924
,,,,,,0.8006532788748599
,,,,,,0.8005248346999105
,,,,,,0.8012323885069256
,,,,,,0.8021117501399517
,,,,,,0.8017626415019137
,,,,,,0.80170615027781
,,,,,,0.801665277837582
,,,,,,0.8012901596067895
,,,,,,0.8035840455992779
,,,,,,0.8021995887185341
,,,,,,0.8016243554050522
,,,,,,0.8022634731974323
,,,,,,0.8020564672043957
,,,,,,0.8029254119140056
,,,,,,0.8024905636411369
,,,,,,0.8029338182231646
,,,,,,0.8028576604510207
,,,,,,0.8013299170645203
,,,,,,0.8021810384650683
,,,,,,0.8028764689829976
,,,,,,0.8027874200748718
,,,,,,0.8031309602899948
,,,,,,0.8029879997352055
,,,,,,0.8024967079895755
,,,,,,0.8024027815598894
,,,,,,0.8020673351873533
,,,,,,0.8026383947832179
,,,,,,0.8020433059792977
,,,,,,0.8020506109940344
,,,,,,0.8025936863300375
,,,,,,0.8017984443639742
,,,,,,0.8013927433021285
,,,,,,0.8014041989007489
,,,,,,rAMucilago
,,,,,,0.5067130301625603
,,,,,,0.5083512905227533
,,,,,,0.5085559584908911
,,,,,,0.5110960259526558
,,,,,,0.5140842673432419
,,,,,,0.5153968375343917
,,,,,,0.5190157405433624
,,,,,,0.5213146393586531
,,,,,,0.5242332511891686
,,,,,,0.52688814233264
,,,,,,0.5315185477033996
,,,,,,0.53142183839257
,,,,,,0.5351581728962971
,,,,,,0.5372038970089366
,,,,,,0.5398605377290517
,,,,,,0.5418598920946304
,,,,,,0.5454134816142938
,,,,,,0.545395939907622
,,,,,,0.5465388050791734
,,,,,,0.5486529752595419
,,,,,,0.5489769610499904
,,,,,,0.5496546187834337
,,,,,,0.5488237420052912
,,,,,,0.5488683728176424
,,,,,,0.549367486232823
,,,,,,0.5488158497471111
,,,,,,0.5482105771984215
,,,,,,0.5477462446465198
,,,,,,0.5468372062373221
,,,,,,0.5460797066394226
,,,,,,0.5457387322996468
,,,,,,0.5446759081550292
,,,,,,0.5444174253295376
,,,,,,0.5431433711280244
,,,,,,0.5430412930841585
,,,,,,0.5428486599911514
,,,,,,0.5419693072277681
,,,,,,0.5417156197551783
,,,,,,0.5417482989775431
,,,,,,0.5409713806685187
,,,,,,0.541717712965249
,,,,,,0.5412699913664223
,,,,,,0.542023238866273
,,,,,,0.5432711090223675
,,,,,,0.5443893175686372
,,,,,,0.5452922364175466
,,,,,,0.5470745056044228
,,,,,,0.548557852265328
,,,,,,0.5502610749934944
,,,,,,0.5523266319452084
,,,,,,0.5545703655573798
,,,,,,0.5574598982778661
,,,,,,0.5605260156067754
,,,,,,0.5628184458377633
,,,,,,0.565309779180367
,,,,,,0.5686522166863421
,,,,,,0.5697055911879388
,,,,,,0.5727729521586902
,,,,,,0.5749812455226473
,,,,,,0.5767853789996626
,,,,,,0.5791125544936355
,,,,,,0.5812034535226571
,,,,,,0.5824741769357445
,,,,,,0.5836920652479187
,,,,,,0.5850707867552218
,,,,,,0.5861844617171941
,,,,,,0.586479898561632
,,,,,,0.5863187519886367
,,,,,,0.5876340253932272
,,,,,,0.5882598957162373
,,,,,,0.5884817499709384
,,,,,,0.5885724895362944
,,,,,,0.5889609416298497
,,,,,,0.5897235364189561
,,,,,,0.5898109862429415
,,,,,,0.58924899356331
,,,,,,0.5894680608094235
,,,,,,0.58976636319542
,,,,,,0.5893139995732312
,,,,,,0.5897650507160555
,,,,,,0.5898555826956832
,,,,,,0.5900998153259763
,,,,,,0.5903955472678624
,,,,,,0.5907034690630624
,,,,,,0.5906345773731639
,,,,,,0.5896419399802957
,,,,,,0.5910303945012801
,,,,,,0.5903817677217621
,,,,,,0.5909320250433898
,,,,,,0.5907598788122524
,,,,,,0.5911914951599632
,,,,,,0.5919210012238176
,,,,,,0.5912401882352115
,,,,,,0.5907060132690312
,,,,,,0.5903651740176399
,,,,,,0.5899123537090711
,,,,,,0.5895853803698005
,,,,,,0.5888857571568642
,,,,,,0.5886405813156022
