nm,75,15,18,225,grupo,0
285.5,0.304,0.77,0.662,0.649,AGo,
286.0,0.3,0.76,0.653,0.641,AGo,
286.5,0.296,0.751,0.644,0.632,AGo,
287.0,0.291,0.741,0.635,0.623,AGo,
287.5,0.287,0.73,0.627,0.613,AGo,
288.0,0.282,0.719,0.618,0.604,AGo,
288.5,0.277,0.709,0.609,0.595,AGo,
289.0,0.273,0.699,0.6,0.586,AGo,
289.5,0.27,0.689,0.591,0.577,AGo,
290.0,0.266,0.68,0.583,0.569,AGo,
290.5,0.262,0.671,0.575,0.561,AGo,
291.0,0.258,0.662,0.567,0.553,AGo,
291.5,0.255,0.653,0.56,0.546,AGo,
292.0,0.251,0.645,0.552,0.538,AGo,
292.5,0.249,0.637,0.545,0.531,AGo,
293.0,0.246,0.63,0.538,0.524,AGo,
293.5,0.242,0.623,0.532,0.518,AGo,
294.0,0.239,0.616,0.526,0.512,AGo,
294.5,0.235,0.61,0.521,0.507,AGo,
295.0,0.233,0.605,0.517,0.502,AGo,
295.5,0.23,0.599,0.512,0.497,AGo,
296.0,0.229,0.593,0.507,0.492,AGo,
296.5,0.227,0.589,0.502,0.487,AGo,
297.0,0.226,0.584,0.497,0.483,AGo,
297.5,0.224,0.58,0.493,0.479,AGo,
298.0,0.222,0.576,0.49,0.476,AGo,
298.5,0.22,0.573,0.486,0.473,AGo,
299.0,0.218,0.57,0.483,0.47,AGo,
299.5,0.217,0.567,0.481,0.468,AGo,
300.0,0.216,0.564,0.479,0.466,AGo,
300.5,0.215,0.561,0.477,0.463,AGo,
301.0,0.215,0.558,0.474,0.46,AGo,
301.5,0.214,0.555,0.471,0.457,AGo,
302.0,0.213,0.553,0.469,0.455,AGo,
302.5,0.211,0.552,0.467,0.453,AGo,
303.0,0.21,0.55,0.466,0.452,AGo,
303.5,0.209,0.548,0.465,0.452,AGo,
304.0,0.209,0.546,0.463,0.451,AGo,
304.5,0.209,0.543,0.461,0.449,AGo,
305.0,0.209,0.541,0.459,0.447,AGo,
305.5,0.209,0.54,0.458,0.446,AGo,
306.0,0.208,0.539,0.458,0.444,AGo,
306.5,0.207,0.539,0.456,0.443,AGo,
307.0,0.206,0.538,0.455,0.442,AGo,
307.5,0.205,0.537,0.453,0.441,AGo,
308.0,0.205,0.536,0.452,0.44,AGo,
308.5,0.204,0.535,0.451,0.439,AGo,
309.0,0.204,0.534,0.451,0.438,AGo,
309.5,0.203,0.534,0.451,0.438,AGo,
310.0,0.204,0.534,0.451,0.438,AGo,
310.5,0.204,0.533,0.45,0.439,AGo,
311.0,0.204,0.533,0.449,0.439,AGo,
311.5,0.203,0.534,0.449,0.439,AGo,
312.0,0.202,0.534,0.448,0.438,AGo,
312.5,0.201,0.534,0.448,0.437,AGo,
313.0,0.2,0.534,0.448,0.436,AGo,
313.5,0.201,0.535,0.447,0.436,AGo,
314.0,0.201,0.535,0.447,0.435,AGo,
314.5,0.201,0.535,0.446,0.435,AGo,
315.0,0.201,0.535,0.446,0.435,AGo,
315.5,0.201,0.534,0.445,0.435,AGo,
316.0,0.2,0.534,0.445,0.435,AGo,
316.5,0.2,0.533,0.446,0.434,AGo,
317.0,0.2,0.534,0.446,0.434,AGo,
317.5,0.2,0.534,0.446,0.433,AGo,
318.0,0.201,0.534,0.445,0.432,AGo,
318.5,0.201,0.533,0.445,0.432,AGo,
319.0,0.2,0.532,0.444,0.431,AGo,
319.5,0.199,0.529,0.443,0.431,AGo,
320.0,0.199,0.528,0.442,0.432,AGo,
320.5,0.198,0.527,0.44,0.432,AGo,
321.0,0.198,0.526,0.439,0.431,AGo,
321.5,0.198,0.526,0.438,0.43,AGo,
322.0,0.199,0.526,0.438,0.429,AGo,
322.5,0.199,0.524,0.437,0.428,AGo,
323.0,0.198,0.522,0.436,0.426,AGo,
323.5,0.197,0.52,0.434,0.424,AGo,
324.0,0.195,0.517,0.432,0.422,AGo,
324.5,0.193,0.515,0.43,0.42,AGo,
325.0,0.192,0.513,0.428,0.418,AGo,
325.5,0.191,0.511,0.426,0.415,AGo,
326.0,0.191,0.509,0.425,0.413,AGo,
326.5,0.191,0.507,0.423,0.411,AGo,
327.0,0.19,0.504,0.421,0.41,AGo,
327.5,0.189,0.501,0.42,0.409,AGo,
328.0,0.188,0.498,0.418,0.407,AGo,
328.5,0.187,0.494,0.416,0.404,AGo,
329.0,0.187,0.49,0.413,0.401,AGo,
329.5,0.187,0.485,0.41,0.399,AGo,
330.0,0.185,0.481,0.406,0.396,AGo,
330.5,0.183,0.477,0.402,0.393,AGo,
331.0,0.181,0.473,0.399,0.389,AGo,
331.5,0.18,0.469,0.396,0.383,AGo,
332.0,0.18,0.465,0.393,0.379,AGo,
332.5,0.179,0.461,0.389,0.375,AGo,
333.0,0.178,0.456,0.386,0.372,AGo,
333.5,0.175,0.451,0.383,0.369,AGo,
334.0,0.172,0.445,0.379,0.366,AGo,
334.5,0.169,0.441,0.374,0.362,AGo,
335.0,0.166,0.435,0.369,0.359,AGo,
335.5,0.165,0.43,0.364,0.355,AGo,
336.0,0.165,0.423,0.36,0.351,AGo,
336.5,0.165,0.417,0.355,0.346,AGo,
337.0,0.164,0.412,0.351,0.341,AGo,
337.5,0.162,0.407,0.347,0.336,AGo,
338.0,0.159,0.402,0.343,0.332,AGo,
338.5,0.156,0.397,0.338,0.328,AGo,
339.0,0.153,0.392,0.333,0.324,AGo,
339.5,0.154,0.388,0.326,0.321,AGo,
340.0,0.156,0.384,0.319,0.317,AGo,
340.5,0.16,0.377,0.313,0.313,AGo,
341.0,0.16,0.367,0.308,0.307,AGo,
341.5,0.157,0.354,0.304,0.301,AGo,
342.0,0.151,0.343,0.3,0.295,AGo,
342.5,0.144,0.337,0.298,0.289,AGo,
343.0,0.136,0.334,0.298,0.286,AGo,
343.5,0.128,0.334,0.296,0.283,AGo,
344.0,0.123,0.333,0.293,0.279,AGo,
344.5,0.121,0.329,0.288,0.272,AGo,
345.0,0.119,0.321,0.282,0.261,AGo,
345.5,0.117,0.312,0.277,0.25,AGo,
346.0,0.113,0.305,0.272,0.246,AGo,
346.5,0.112,0.302,0.265,0.249,AGo,
347.0,0.112,0.299,0.258,0.255,AGo,
347.5,0.112,0.294,0.25,0.256,AGo,
348.0,0.111,0.289,0.243,0.251,AGo,
348.5,0.112,0.284,0.239,0.241,AGo,
349.0,0.115,0.28,0.238,0.23,AGo,
349.5,0.116,0.274,0.239,0.221,AGo,
350.0,0.115,0.265,0.237,0.216,AGo,
350.5,0.109,0.256,0.232,0.217,AGo,
351.0,0.102,0.249,0.225,0.218,AGo,
351.5,0.095,0.246,0.219,0.217,AGo,
352.0,0.09,0.243,0.216,0.211,AGo,
352.5,0.089,0.239,0.215,0.203,AGo,
353.0,0.089,0.235,0.215,0.195,AGo,
353.5,0.091,0.23,0.211,0.19,AGo,
354.0,0.094,0.227,0.206,0.187,AGo,
354.5,0.099,0.222,0.201,0.186,AGo,
355.0,0.105,0.215,0.197,0.186,AGo,
355.5,0.108,0.208,0.192,0.185,AGo,
356.0,0.106,0.203,0.183,0.182,AGo,
356.5,0.102,0.199,0.174,0.179,AGo,
357.0,0.097,0.197,0.168,0.174,AGo,
357.5,0.093,0.196,0.168,0.169,AGo,
358.0,0.088,0.194,0.172,0.163,AGo,
358.5,0.082,0.191,0.175,0.159,AGo,
359.0,0.078,0.185,0.176,0.159,AGo,
359.5,0.075,0.179,0.174,0.161,AGo,
360.0,0.074,0.171,0.171,0.161,AGo,
360.5,0.073,0.164,0.167,0.157,AGo,
361.0,0.073,0.16,0.163,0.151,AGo,
361.5,0.075,0.161,0.159,0.148,AGo,
362.0,0.077,0.165,0.155,0.147,AGo,
362.5,0.078,0.167,0.154,0.147,AGo,
363.0,0.075,0.166,0.154,0.146,AGo,
363.5,0.071,0.16,0.151,0.144,AGo,
364.0,0.069,0.154,0.145,0.141,AGo,
364.5,0.072,0.149,0.14,0.137,AGo,
365.0,0.076,0.147,0.138,0.133,AGo,
365.5,0.078,0.147,0.14,0.131,AGo,
366.0,0.074,0.145,0.141,0.129,AGo,
366.5,0.069,0.142,0.14,0.126,AGo,
367.0,0.068,0.137,0.139,0.123,AGo,
367.5,0.07,0.133,0.139,0.123,AGo,
368.0,0.074,0.128,0.14,0.125,AGo,
368.5,0.074,0.122,0.139,0.128,AGo,
369.0,0.068,0.115,0.138,0.126,AGo,
369.5,0.061,0.11,0.139,0.118,AGo,
370.0,0.057,0.109,0.14,0.107,AGo,
370.5,0.059,0.111,0.135,0.097,AGo,
371.0,0.066,0.113,0.123,0.094,AGo,
371.5,0.076,0.113,0.108,0.1,AGo,
372.0,0.084,0.108,0.096,0.11,AGo,
372.5,0.087,0.097,0.09,0.116,AGo,
373.0,0.083,0.083,0.089,0.111,AGo,
373.5,0.077,0.074,0.09,0.101,AGo,
374.0,0.075,0.077,0.091,0.098,AGo,
374.5,0.077,0.089,0.095,0.105,AGo,
375.0,0.075,0.101,0.11,0.111,AGo,
375.5,0.064,0.106,0.133,0.109,AGo,
376.0,0.05,0.104,0.152,0.103,AGo,
376.5,0.042,0.102,0.157,0.1,AGo,
377.0,0.043,0.103,0.146,0.101,AGo,
377.5,0.051,0.105,0.129,0.097,AGo,
378.0,0.057,0.104,0.116,0.088,AGo,
378.5,0.058,0.099,0.111,0.08,AGo,
379.0,0.054,0.094,0.11,0.075,AGo,
379.5,0.048,0.09,0.106,0.075,AGo,
380.0,0.042,0.087,0.101,0.078,AGo,
380.5,0.037,0.083,0.1,0.086,AGo,
381.0,0.036,0.082,0.103,0.096,AGo,
381.5,0.04,0.082,0.105,0.105,AGo,
382.0,0.046,0.083,0.1,0.109,AGo,
382.5,0.051,0.082,0.094,0.106,AGo,
383.0,0.053,0.082,0.092,0.098,AGo,
383.5,0.05,0.083,0.097,0.088,AGo,
384.0,0.048,0.081,0.102,0.079,AGo,
384.5,0.049,0.074,0.1,0.075,AGo,
385.0,0.051,0.066,0.093,0.073,AGo,
385.5,0.055,0.064,0.088,0.075,AGo,
386.0,0.06,0.069,0.09,0.082,AGo,
386.5,0.061,0.075,0.098,0.089,AGo,
387.0,0.056,0.079,0.103,0.089,AGo,
387.5,0.044,0.079,0.099,0.082,AGo,
388.0,0.03,0.077,0.09,0.076,AGo,
388.5,0.02,0.079,0.082,0.075,AGo,
389.0,0.019,0.083,0.079,0.08,AGo,
389.5,0.024,0.085,0.079,0.084,AGo,
390.0,0.031,0.08,0.079,0.082,AGo,
390.5,0.037,0.072,0.082,0.077,AGo,
391.0,0.04,0.067,0.088,0.073,AGo,
391.5,0.038,0.068,0.095,0.072,AGo,
392.0,0.033,0.07,0.097,0.073,AGo,
392.5,0.03,0.072,0.093,0.074,AGo,
393.0,0.031,0.07,0.084,0.07,AGo,
393.5,0.037,0.067,0.077,0.063,AGo,
394.0,0.043,0.065,0.075,0.056,AGo,
394.5,0.046,0.066,0.078,0.054,AGo,
395.0,0.045,0.067,0.083,0.058,AGo,
395.5,0.041,0.066,0.085,0.066,AGo,
396.0,0.039,0.06,0.082,0.074,AGo,
396.5,0.04,0.056,0.079,0.076,AGo,
397.0,0.041,0.059,0.081,0.071,AGo,
397.5,0.04,0.067,0.084,0.06,AGo,
398.0,0.038,0.075,0.084,0.053,AGo,
398.5,0.039,0.076,0.078,0.052,AGo,
399.0,0.043,0.071,0.069,0.054,AGo,
399.5,0.046,0.065,0.066,0.056,AGo,
400.0,0.048,0.062,0.068,0.054,AGo,
400.5,0.05,0.062,0.073,0.051,AGo,
401.0,0.049,0.063,0.076,0.05,AGo,
401.5,0.044,0.063,0.075,0.051,AGo,
402.0,0.039,0.063,0.069,0.054,AGo,
402.5,0.038,0.061,0.061,0.058,AGo,
403.0,0.043,0.059,0.054,0.062,AGo,
403.5,0.051,0.058,0.051,0.065,AGo,
404.0,0.056,0.057,0.051,0.067,AGo,
404.5,0.057,0.058,0.052,0.067,AGo,
405.0,0.056,0.06,0.052,0.066,AGo,
405.5,0.055,0.063,0.053,0.062,AGo,
406.0,0.051,0.064,0.057,0.058,AGo,
406.5,,,,,AGo,
407.0,,,,,AGo,
407.5,,,,,AGo,
408.0,,,,,AGo,
408.5,,,,,AGo,
409.0,,,,,AGo,
409.5,,,,,AGo,
410.0,,,,,AGo,
200.0,,,,,AIlly,
200.5,,,,,AIlly,
201.0,,,,,AIlly,
201.5,,,,,AIlly,
202.0,,,,,AIlly,
202.5,,,,,AIlly,
203.0,,,,,AIlly,
203.5,,,,,AIlly,
204.0,,,,,AIlly,
204.5,,,,,AIlly,
205.0,,,,,AIlly,
205.5,,,,,AIlly,
206.0,,,,,AIlly,
206.5,,,,,AIlly,
207.0,,,,,AIlly,
207.5,,,,,AIlly,
208.0,,,,,AIlly,
208.5,,,,,AIlly,
209.0,,,,,AIlly,
209.5,,,,,AIlly,
210.0,,,,,AIlly,
210.5,,,,,AIlly,
211.0,,,,,AIlly,
211.5,,,,,AIlly,
212.0,,,,,AIlly,
212.5,,,,,AIlly,
213.0,,,,,AIlly,
213.5,,,,,AIlly,
214.0,,,,,AIlly,
214.5,,,,,AIlly,
215.0,,,,,AIlly,
215.5,,,,,AIlly,
216.0,,,,,AIlly,
216.5,,,,,AIlly,
217.0,,1.913,,,AIlly,
217.5,,1.852,,,AIlly,
218.0,,1.797,,,AIlly,
218.5,,1.748,,,AIlly,
219.0,,1.704,,,AIlly,
219.5,,1.661,,,AIlly,
220.0,,1.619,,,AIlly,
220.5,,1.578,,,AIlly,
221.0,,1.539,,,AIlly,
221.5,,1.502,,,AIlly,
222.0,,1.468,,,AIlly,
222.5,,1.435,,,AIlly,
223.0,,1.405,,,AIlly,
223.5,,1.377,,,AIlly,
224.0,,1.35,,,AIlly,
224.5,,1.323,,,AIlly,
225.0,,1.297,,,AIlly,
225.5,,1.272,,,AIlly,
226.0,,1.25,,,AIlly,
226.5,,1.23,,,AIlly,
227.0,,1.21,,,AIlly,
227.5,,1.192,,,AIlly,
228.0,,1.175,,,AIlly,
228.5,,1.158,,,AIlly,
229.0,,1.142,,,AIlly,
229.5,,1.127,,,AIlly,
230.0,,1.113,,,AIlly,
230.5,,1.098,,,AIlly,
231.0,,1.084,,,AIlly,
231.5,,1.07,,,AIlly,
232.0,,1.055,,,AIlly,
232.5,,1.041,,,AIlly,
233.0,,1.027,,,AIlly,
233.5,,1.014,,,AIlly,
234.0,,1.001,,,AIlly,
234.5,,0.989,,,AIlly,
235.0,,0.977,,,AIlly,
235.5,,0.965,,,AIlly,
236.0,,0.954,,,AIlly,
236.5,,0.943,,,AIlly,
237.0,,0.933,,,AIlly,
237.5,,0.923,,,AIlly,
238.0,,0.914,,,AIlly,
238.5,,0.905,,,AIlly,
239.0,,0.898,,,AIlly,
239.5,,0.89,,,AIlly,
240.0,,0.884,,,AIlly,
240.5,,0.877,,,AIlly,
241.0,,0.871,,,AIlly,
241.5,,0.865,,,AIlly,
242.0,,0.859,,,AIlly,
242.5,,0.855,,,AIlly,
243.0,,0.851,,,AIlly,
243.5,,0.847,,,AIlly,
244.0,,0.843,,,AIlly,
244.5,,0.84,,,AIlly,
245.0,,0.837,,,AIlly,
245.5,,0.834,,,AIlly,
246.0,,0.832,,,AIlly,
246.5,,0.83,,,AIlly,
247.0,,0.828,,,AIlly,
247.5,,0.827,,,AIlly,
248.0,,0.826,,,AIlly,
248.5,,0.826,,,AIlly,
249.0,,0.825,,,AIlly,
249.5,,0.825,,,AIlly,
250.0,,0.825,,,AIlly,
250.5,,0.825,,,AIlly,
251.0,,0.825,,,AIlly,
251.5,,0.825,,,AIlly,
252.0,,0.825,,,AIlly,
252.5,,0.826,,,AIlly,
253.0,,0.826,,,AIlly,
253.5,,0.827,,,AIlly,
254.0,,0.829,,,AIlly,
254.5,,0.831,,,AIlly,
255.0,,0.834,,,AIlly,
255.5,,0.837,,,AIlly,
256.0,,0.84,,,AIlly,
256.5,,0.843,,,AIlly,
257.0,,0.846,,,AIlly,
257.5,,0.85,,,AIlly,
258.0,,0.853,,,AIlly,
258.5,,0.857,,,AIlly,
259.0,,0.86,,,AIlly,
259.5,,0.863,,,AIlly,
260.0,,0.866,,,AIlly,
260.5,,0.87,,,AIlly,
261.0,,0.875,,,AIlly,
261.5,,0.881,,,AIlly,
262.0,,0.887,,,AIlly,
262.5,,0.893,,,AIlly,
263.0,,0.898,,,AIlly,
263.5,,0.903,,,AIlly,
264.0,,0.908,,,AIlly,
264.5,,0.913,,,AIlly,
265.0,,0.917,,,AIlly,
265.5,,0.921,,,AIlly,
266.0,,0.924,,,AIlly,
266.5,,0.926,,,AIlly,
267.0,,0.929,,,AIlly,
267.5,,0.932,,,AIlly,
268.0,,0.935,,,AIlly,
268.5,,0.938,,,AIlly,
269.0,,0.941,,,AIlly,
269.5,,0.944,,,AIlly,
270.0,,0.947,,,AIlly,
270.5,,0.95,,,AIlly,
271.0,,0.951,,,AIlly,
271.5,,0.952,,,AIlly,
272.0,,0.953,,,AIlly,
272.5,,0.953,,,AIlly,
273.0,,0.952,,,AIlly,
273.5,,0.951,,,AIlly,
274.0,,0.949,,,AIlly,
274.5,,0.947,,,AIlly,
275.0,,0.944,,,AIlly,
275.5,,0.941,,,AIlly,
276.0,,0.938,,,AIlly,
276.5,,0.936,,,AIlly,
277.0,,0.933,,,AIlly,
277.5,,0.93,,,AIlly,
278.0,,0.926,,,AIlly,
278.5,,0.922,,,AIlly,
279.0,,0.918,,,AIlly,
279.5,,0.915,,,AIlly,
280.0,,0.91,,,AIlly,
280.5,,0.906,,,AIlly,
281.0,,0.9,,,AIlly,
281.5,,0.895,,,AIlly,
282.0,,0.889,,,AIlly,
282.5,,0.883,,,AIlly,
283.0,,0.877,,,AIlly,
283.5,,0.87,,,AIlly,
284.0,,0.862,,,AIlly,
284.5,,0.855,,,AIlly,
285.0,,0.848,,,AIlly,
285.5,,0.842,,,AIlly,
286.0,,0.835,,,AIlly,
286.5,,0.828,,,AIlly,
287.0,,0.82,,,AIlly,
287.5,,0.813,,,AIlly,
288.0,,0.805,,,AIlly,
288.5,,0.797,,,AIlly,
289.0,,0.79,,,AIlly,
289.5,,0.783,,,AIlly,
290.0,,0.776,,,AIlly,
290.5,,0.769,,,AIlly,
291.0,,0.762,,,AIlly,
291.5,,0.756,,,AIlly,
292.0,,0.75,,,AIlly,
292.5,,0.746,,,AIlly,
293.0,,0.741,,,AIlly,
293.5,,0.736,,,AIlly,
294.0,,0.731,,,AIlly,
294.5,,0.727,,,AIlly,
295.0,,0.722,,,AIlly,
295.5,,0.718,,,AIlly,
296.0,,0.714,,,AIlly,
296.5,,0.71,,,AIlly,
297.0,,0.707,,,AIlly,
297.5,,0.704,,,AIlly,
298.0,,0.702,,,AIlly,
298.5,,0.699,,,AIlly,
299.0,,0.696,,,AIlly,
299.5,,0.693,,,AIlly,
300.0,,0.691,,,AIlly,
300.5,,0.689,,,AIlly,
301.0,,0.687,,,AIlly,
301.5,,0.686,,,AIlly,
302.0,,0.684,,,AIlly,
302.5,,0.682,,,AIlly,
303.0,,0.681,,,AIlly,
303.5,,0.681,,,AIlly,
304.0,,0.68,,,AIlly,
304.5,,0.679,,,AIlly,
305.0,,0.677,,,AIlly,
305.5,,0.676,,,AIlly,
306.0,,0.675,,,AIlly,
306.5,,0.674,,,AIlly,
307.0,,0.673,,,AIlly,
307.5,,0.672,,,AIlly,
308.0,,0.671,,,AIlly,
308.5,,0.671,,,AIlly,
309.0,,0.671,,,AIlly,
309.5,,0.67,,,AIlly,
310.0,,0.67,,,AIlly,
310.5,,0.67,,,AIlly,
311.0,,0.669,,,AIlly,
311.5,,0.669,,,AIlly,
312.0,,0.669,,,AIlly,
312.5,,0.669,,,AIlly,
313.0,,0.669,,,AIlly,
313.5,,0.669,,,AIlly,
314.0,,0.67,,,AIlly,
314.5,,0.67,,,AIlly,
315.0,,0.671,,,AIlly,
315.5,,0.671,,,AIlly,
316.0,,0.672,,,AIlly,
316.5,,0.671,,,AIlly,
317.0,,0.672,,,AIlly,
317.5,,0.672,,,AIlly,
318.0,,0.672,,,AIlly,
318.5,,0.672,,,AIlly,
319.0,,0.671,,,AIlly,
319.5,,0.671,,,AIlly,
320.0,,0.67,,,AIlly,
320.5,,0.67,,,AIlly,
321.0,,0.67,,,AIlly,
321.5,,0.671,,,AIlly,
322.0,,0.671,,,AIlly,
322.5,,0.671,,,AIlly,
323.0,,0.67,,,AIlly,
323.5,,0.668,,,AIlly,
324.0,,0.667,,,AIlly,
324.5,,0.665,,,AIlly,
325.0,,0.664,,,AIlly,
325.5,,0.664,,,AIlly,
326.0,,0.663,,,AIlly,
326.5,,0.662,,,AIlly,
327.0,,0.661,,,AIlly,
327.5,,0.659,,,AIlly,
328.0,,0.656,,,AIlly,
328.5,,0.654,,,AIlly,
329.0,,0.652,,,AIlly,
329.5,,0.65,,,AIlly,
330.0,,0.648,,,AIlly,
330.5,,0.645,,,AIlly,
331.0,,0.641,,,AIlly,
331.5,,0.638,,,AIlly,
332.0,,0.635,,,AIlly,
332.5,,0.632,,,AIlly,
333.0,,0.628,,,AIlly,
333.5,,0.625,,,AIlly,
334.0,,0.622,,,AIlly,
334.5,,0.618,,,AIlly,
335.0,,0.614,,,AIlly,
335.5,,0.61,,,AIlly,
336.0,,0.607,,,AIlly,
336.5,,0.604,,,AIlly,
337.0,,0.601,,,AIlly,
337.5,,0.596,,,AIlly,
338.0,,0.591,,,AIlly,
338.5,,0.586,,,AIlly,
339.0,,0.58,,,AIlly,
339.5,,0.574,,,AIlly,
340.0,,0.568,,,AIlly,
340.5,,0.563,,,AIlly,
341.0,,0.558,,,AIlly,
341.5,,0.555,,,AIlly,
342.0,,0.553,,,AIlly,
342.5,,0.551,,,AIlly,
343.0,,0.548,,,AIlly,
343.5,,0.542,,,AIlly,
344.0,,0.536,,,AIlly,
344.5,,0.531,,,AIlly,
345.0,,0.526,,,AIlly,
345.5,,0.521,,,AIlly,
346.0,,0.514,,,AIlly,
346.5,,0.507,,,AIlly,
347.0,,0.5,,,AIlly,
347.5,,0.494,,,AIlly,
348.0,,0.491,,,AIlly,
348.5,,0.49,,,AIlly,
349.0,,0.488,,,AIlly,
349.5,,0.484,,,AIlly,
350.0,,0.478,,,AIlly,
350.5,,0.469,,,AIlly,
351.0,,0.463,,,AIlly,
351.5,,0.46,,,AIlly,
352.0,,0.461,,,AIlly,
352.5,,0.46,,,AIlly,
353.0,,0.457,,,AIlly,
353.5,,0.451,,,AIlly,
354.0,,0.445,,,AIlly,
354.5,,0.441,,,AIlly,
355.0,,0.441,,,AIlly,
355.5,,0.443,,,AIlly,
356.0,,0.443,,,AIlly,
356.5,,0.439,,,AIlly,
357.0,,0.434,,,AIlly,
357.5,,0.428,,,AIlly,
358.0,,0.423,,,AIlly,
358.5,,0.418,,,AIlly,
359.0,,0.415,,,AIlly,
359.5,,0.415,,,AIlly,
360.0,,0.417,,,AIlly,
360.5,,0.416,,,AIlly,
361.0,,0.411,,,AIlly,
361.5,,0.404,,,AIlly,
362.0,,0.397,,,AIlly,
362.5,,0.393,,,AIlly,
363.0,,0.391,,,AIlly,
363.5,,0.391,,,AIlly,
364.0,,0.391,,,AIlly,
364.5,,0.39,,,AIlly,
365.0,,0.388,,,AIlly,
365.5,,0.383,,,AIlly,
366.0,,0.375,,,AIlly,
366.5,,0.367,,,AIlly,
367.0,,0.361,,,AIlly,
367.5,,0.361,,,AIlly,
368.0,,0.364,,,AIlly,
368.5,,0.367,,,AIlly,
369.0,,0.368,,,AIlly,
369.5,,0.368,,,AIlly,
370.0,,0.368,,,AIlly,
370.5,,0.367,,,AIlly,
371.0,,0.36,,,AIlly,
371.5,,0.348,,,AIlly,
372.0,,0.336,,,AIlly,
372.5,,0.333,,,AIlly,
373.0,,0.339,,,AIlly,
373.5,,0.349,,,AIlly,
374.0,,0.356,,,AIlly,
374.5,,0.359,,,AIlly,
375.0,,0.359,,,AIlly,
375.5,,0.358,,,AIlly,
376.0,,0.353,,,AIlly,
376.5,,0.344,,,AIlly,
377.0,,0.336,,,AIlly,
377.5,,0.328,,,AIlly,
378.0,,0.321,,,AIlly,
378.5,,0.314,,,AIlly,
379.0,,0.307,,,AIlly,
379.5,,0.301,,,AIlly,
380.0,,0.301,,,AIlly,
380.5,,0.304,,,AIlly,
381.0,,0.31,,,AIlly,
381.5,,0.314,,,AIlly,
382.0,,0.314,,,AIlly,
382.5,,0.313,,,AIlly,
383.0,,0.312,,,AIlly,
383.5,,0.31,,,AIlly,
384.0,,0.305,,,AIlly,
384.5,,0.295,,,AIlly,
385.0,,0.287,,,AIlly,
385.5,,0.283,,,AIlly,
386.0,,0.285,,,AIlly,
386.5,,0.288,,,AIlly,
387.0,,0.288,,,AIlly,
387.5,,0.282,,,AIlly,
388.0,,0.274,,,AIlly,
388.5,,0.266,,,AIlly,
389.0,,0.259,,,AIlly,
389.5,,0.253,,,AIlly,
390.0,,0.249,,,AIlly,
390.5,,0.249,,,AIlly,
391.0,,0.254,,,AIlly,
391.5,,0.26,,,AIlly,
392.0,,0.262,,,AIlly,
392.5,,0.257,,,AIlly,
393.0,,0.248,,,AIlly,
393.5,,0.24,,,AIlly,
394.0,,0.238,,,AIlly,
394.5,,0.238,,,AIlly,
395.0,,0.239,,,AIlly,
395.5,,0.237,,,AIlly,
396.0,,0.234,,,AIlly,
396.5,,0.231,,,AIlly,
397.0,,0.229,,,AIlly,
397.5,,0.226,,,AIlly,
398.0,,0.221,,,AIlly,
398.5,,0.217,,,AIlly,
399.0,,0.215,,,AIlly,
399.5,,0.211,,,AIlly,
400.0,,0.205,,,AIlly,
400.5,,0.198,,,AIlly,
401.0,,0.193,,,AIlly,
401.5,,0.191,,,AIlly,
402.0,,0.192,,,AIlly,
402.5,,0.194,,,AIlly,
403.0,,0.196,,,AIlly,
403.5,,0.194,,,AIlly,
404.0,,0.189,,,AIlly,
404.5,,0.18,,,AIlly,
405.0,,0.172,,,AIlly,
405.5,,0.168,,,AIlly,
406.0,,0.169,,,AIlly,
406.5,,,,,AIlly,
407.0,,,,,AIlly,
407.5,,,,,AIlly,
408.0,,,,,AIlly,
408.5,,,,,AIlly,
409.0,,,,,AIlly,
409.5,,,,,AIlly,
410.0,,,,,AIlly,
200.0,,,,,AMi,
200.5,,,,,AMi,
201.0,,,,,AMi,
201.5,,,,,AMi,
202.0,,,,,AMi,
202.5,,,,,AMi,
203.0,,,,,AMi,
203.5,,,,,AMi,
204.0,0.882,,,,AMi,
204.5,0.869,,,,AMi,
205.0,0.853,,,,AMi,
205.5,0.841,,,,AMi,
206.0,0.833,,,,AMi,
206.5,0.823,,,,AMi,
207.0,0.804,,,,AMi,
207.5,0.779,,,,AMi,
208.0,0.753,,,,AMi,
208.5,0.732,,,,AMi,
209.0,0.716,,,,AMi,
209.5,0.701,,,,AMi,
210.0,0.686,,,,AMi,
210.5,0.67,,1.539,,AMi,
211.0,0.656,,1.452,,AMi,
211.5,0.643,,1.38,,AMi,
212.0,0.631,,1.344,,AMi,
212.5,0.618,,1.316,,AMi,
213.0,0.604,,1.255,,AMi,
213.5,0.591,,1.196,,AMi,
214.0,0.579,,1.166,,AMi,
214.5,0.567,1.519,1.139,,AMi,
215.0,0.555,1.461,1.104,,AMi,
215.5,0.544,1.408,1.072,,AMi,
216.0,0.532,1.363,1.046,1.383,AMi,
216.5,0.521,1.323,1.02,1.339,AMi,
217.0,0.511,1.287,0.993,1.3,AMi,
217.5,0.5,1.253,0.97,1.265,AMi,
218.0,0.489,1.22,0.949,1.232,AMi,
218.5,0.478,1.188,0.927,1.201,AMi,
219.0,0.467,1.158,0.904,1.169,AMi,
219.5,0.456,1.131,0.883,1.138,AMi,
220.0,0.446,1.105,0.861,1.108,AMi,
220.5,0.437,1.08,0.84,1.078,AMi,
