,     Angle,       PSD
1061,47.4742,630
1062,47.5142,647
1063,47.5542,637
1064,47.5943,672
1065,47.6343,614
1066,47.6743,611
1067,47.7144,610
1068,47.7544,663
1069,47.7944,615
1070,47.8345,668
1071,47.8745,631
1072,47.9145,588
1073,47.9546,639
1074,47.9946,646
1075,48.0346,660
1076,48.0746,604
1077,48.1147,599
1078,48.1547,607
1079,48.1947,627
1080,48.2348,605
1081,48.2748,630
1082,48.3148,623
1083,48.3549,597
1084,48.3949,599
1085,48.4349,621
1086,48.475,595
1087,48.515,571
1088,48.555,581
1089,48.5951,563
1090,48.6351,591
1091,48.6751,569
1092,48.7152,638
1093,48.7552,592
1094,48.7952,546
1095,48.8353,605
1096,48.8753,583
1097,48.9153,616
1098,48.9554,577
1099,48.9954,552
1100,49.0354,622
1101,49.0755,595
1102,49.1155,572
1103,49.1555,591
1104,49.1955,594
1105,49.2356,524
1106,49.2756,589
1107,49.3156,553
1108,49.3557,591
1109,49.3957,583
1110,49.4357,520
1111,49.4758,583
1112,49.5158,573
1113,49.5558,563
1114,49.5959,524
1115,49.6359,535
1116,49.6759,578
1117,49.716,551
1118,49.756,528
1119,49.796,593
1120,49.8361,575
1121,49.8761,570
1122,49.9161,587
1123,49.9562,528
1124,49.9962,569
1125,50.0362,518
1126,50.0763,520
1127,50.1163,557
1128,50.1563,562
1129,50.1964,564
1130,50.2364,536
1131,50.2764,546
1132,50.3165,549
1133,50.3565,527
1134,50.3965,562
1135,50.4365,542
1136,50.4766,535
1137,50.5166,524
1138,50.5566,501
1139,50.5967,555
1140,50.6367,516
1141,50.6767,552
1142,50.7168,526
1143,50.7568,489
1144,50.7968,536
1145,50.8369,544
1146,50.8769,524
1147,50.9169,530
1148,50.957,522
1149,50.997,475
1150,51.037,507
1151,51.0771,499
1152,51.1171,493
1153,51.1571,550
1154,51.1972,521
1155,51.2372,520
1156,51.2772,492
1157,51.3173,485
1158,51.3573,490
1159,51.3973,523
1160,51.4374,523
1161,51.4774,473
1162,51.5174,497
1163,51.5574,500
1164,51.5975,504
1165,51.6375,506
1166,51.6775,501
1167,51.7176,519
1168,51.7576,545
1169,51.7976,496
1170,51.8377,491
1171,51.8777,490
1172,51.9177,511
1173,51.9578,503
1174,51.9978,500
1175,52.0378,485
1176,52.0779,481
1177,52.1179,431
1178,52.1579,493
1179,52.198,503
1180,52.238,538
1181,52.278,499
1182,52.3181,435
1183,52.3581,459
1184,52.3981,488
1185,52.4382,503
1186,52.4782,463
1187,52.5182,478
1188,52.5583,505
1189,52.5983,537
1190,52.6383,513
1191,52.6784,502
1192,52.7184,474
1193,52.7584,459
1194,52.7984,476
1195,52.8385,498
1196,52.8785,441
1197,52.9185,505
1198,52.9586,454
1199,52.9986,435
1200,53.0386,497
1201,53.0787,499
1202,53.1187,452
1203,53.1587,486
1204,53.1988,442
1205,53.2388,489
1206,53.2788,475
1207,53.3189,506
1208,53.3589,463
1209,53.3989,481
1210,53.439,458
1211,53.479,452
1212,53.519,473
1213,53.5591,440
1214,53.5991,465
1215,53.6391,466
1216,53.6792,486
1217,53.7192,443
1218,53.7592,448
1219,53.7993,464
1220,53.8393,456
1221,53.8793,457
1222,53.9193,409
1223,53.9594,520
1224,53.9994,435
1225,54.0394,439
1226,54.0795,438
1227,54.1195,461
1228,54.1595,468
1229,54.1996,457
1230,54.2396,505
1231,54.2796,428
1232,54.3197,471
1233,54.3597,443
1234,54.3997,424
1235,54.4398,413
1236,54.4798,436
1237,54.5198,454
1238,54.5599,442
1239,54.5999,411
1240,54.6399,437
1241,54.68,461
1242,54.72,456
1243,54.76,433
1244,54.8001,458
1245,54.8401,436
1246,54.8801,443
1247,54.9202,433
1248,54.9602,426
1249,55.0002,444
1250,55.0402,471
1251,55.0803,465
1252,55.1203,459
1253,55.1603,420
1254,55.2004,404
1255,55.2404,431
1256,55.2804,429
1257,55.3205,390
1258,55.3605,430
1259,55.4005,396
1260,55.4406,441
1261,55.4806,495
1262,55.5206,386
1263,55.5607,418
1264,55.6007,424
1265,55.6407,384
1266,55.6808,415
1267,55.7208,422
1268,55.7608,392
1269,55.8009,408
1270,55.8409,445
1271,55.8809,414
1272,55.921,421
1273,55.961,417
1274,56.001,440
1275,56.0411,419
1276,56.0811,401
1277,56.1211,390
1278,56.1612,430
1279,56.2012,415
1280,56.2412,435
1281,56.2812,417
1282,56.3213,431
1283,56.3613,401
1284,56.4013,461
1285,56.4414,403
1286,56.4814,424
1287,56.5214,413
1288,56.5615,405
1289,56.6015,388
1290,56.6415,412
1291,56.6816,407
1292,56.7216,384
1293,56.7616,406
1294,56.8017,412
1295,56.8417,383
1296,56.8817,399
1297,56.9218,387
1298,56.9618,402
1299,57.0018,427
1300,57.0419,408
1301,57.0819,365
1302,57.1219,391
1303,57.162,433
1304,57.202,424
1305,57.242,402
